gamma_phi,omega,k_fac,r2,k_gamma_product
0.5,1.0,1.1138346319266645,0.9240625692783004,0.5569173159633323
0.75,1.0,1.0574180232719204,0.9312375619514962,0.7930635174539402
1.0,1.0,0.9024202080812734,0.9497109058953818,0.9024202080812734
1.5,1.0,0.806317680287444,0.9765125383008575,1.209476520431166
2.0,1.0,0.6069548744616604,0.9898035088121714,1.2139097489233208
3.0,1.0,0.37575366750974803,0.9989354214435888,1.1272610025292442
